,hits@5_count,hits@10_count,precision@5,precision@10,_person_id
68,4,8,0.8,0.8,1
69,1,2,0.2,0.2,48
70,3,7,0.6,0.7,200
71,0,0,0.0,0.0,410
72,2,2,0.4,0.2,332
73,0,1,0.0,0.1,599
74,1,3,0.2,0.3,387
75,1,1,0.2,0.1,89
76,3,5,0.6,0.5,215
77,4,7,0.8,0.7,187
78,0,0,0.0,0.0,432
79,5,10,1.0,1.0,288
80,2,5,0.4,0.5,246
81,4,8,0.8,0.8,4
82,4,6,0.8,0.6,42
83,3,4,0.6,0.4,176
84,0,0,0.0,0.0,342
85,2,4,0.4,0.4,153
86,3,5,0.6,0.5,222
87,1,3,0.2,0.3,477
88,5,10,1.0,1.0,219
89,1,1,0.2,0.1,572
90,0,0,0.0,0.0,544
91,0,1,0.0,0.1,90
92,0,0,0.0,0.0,205
93,5,8,1.0,0.8,235
94,2,5,0.4,0.5,7
95,2,5,0.4,0.5,167
96,1,1,0.2,0.1,356
97,1,1,0.2,0.1,13
98,3,5,0.6,0.5,112
99,5,10,1.0,1.0,45
100,1,2,0.2,0.2,172
101,1,3,0.2,0.3,570
102,0,0,0.0,0.0,257
103,1,4,0.2,0.4,234
104,4,8,0.8,0.8,19
105,5,9,1.0,0.9,292
106,1,4,0.2,0.4,425
107,0,0,0.0,0.0,383
108,0,0,0.0,0.0,405
109,1,3,0.2,0.3,434
110,4,7,0.8,0.7,221
111,5,9,1.0,0.9,18
112,5,6,1.0,0.6,156
113,5,9,1.0,0.9,64
114,2,3,0.4,0.3,46
115,2,3,0.4,0.3,191
116,0,0,0.0,0.0,354
117,4,8,0.8,0.8,76
118,4,9,0.8,0.9,160
119,0,0,0.0,0.0,448
120,5,7,1.0,0.7,199
121,5,7,1.0,0.7,62
122,5,7,1.0,0.7,38
123,0,0,0.0,0.0,318
124,0,0,0.0,0.0,546
125,0,0,0.0,0.0,285
126,1,4,0.2,0.4,335
127,5,7,1.0,0.7,33
128,0,0,0.0,0.0,184
129,0,1,0.0,0.1,357
130,3,4,0.6,0.4,241
131,4,8,0.8,0.8,307
132,4,9,0.8,0.9,198
133,2,2,0.4,0.2,211
134,5,10,1.0,1.0,66
135,4,7,0.8,0.7,474
136,1,1,0.2,0.1,148
137,0,1,0.0,0.1,377
138,3,5,0.6,0.5,78
139,5,9,1.0,0.9,28
140,5,8,1.0,0.8,275
141,3,7,0.6,0.7,93
142,0,0,0.0,0.0,447
143,5,10,1.0,1.0,17
144,2,4,0.4,0.4,40
145,1,1,0.2,0.1,252
146,2,2,0.4,0.2,100
147,0,0,0.0,0.0,101
148,4,7,0.8,0.7,109
149,2,6,0.4,0.6,86
150,5,8,1.0,0.8,304
151,2,3,0.4,0.3,136
152,5,8,1.0,0.8,469
153,2,5,0.4,0.5,186
154,1,1,0.2,0.1,23
155,4,7,0.8,0.7,141
156,5,6,1.0,0.6,573
157,1,3,0.2,0.3,104
158,1,1,0.2,0.1,418
159,4,7,0.8,0.7,233
160,2,4,0.4,0.4,70
161,3,6,0.6,0.6,121
162,4,6,0.8,0.6,600
163,0,0,0.0,0.0,253
164,5,7,1.0,0.7,126
165,1,4,0.2,0.4,129
166,1,1,0.2,0.1,118
167,3,5,0.6,0.5,201
168,0,0,0.0,0.0,564
169,1,1,0.2,0.1,196
170,0,0,0.0,0.0,259
171,3,6,0.6,0.6,380
172,1,5,0.2,0.5,302
173,0,1,0.0,0.1,559
174,4,6,0.8,0.6,8
175,1,4,0.2,0.4,95
176,0,0,0.0,0.0,495
177,0,1,0.0,0.1,514
178,0,1,0.0,0.1,420
179,2,3,0.4,0.3,268
180,5,9,1.0,0.9,279
181,3,6,0.6,0.6,83
182,1,1,0.2,0.1,596
183,1,2,0.2,0.2,428
184,0,0,0.0,0.0,487
185,3,6,0.6,0.6,480
186,5,9,1.0,0.9,229
187,2,4,0.4,0.4,52
188,0,1,0.0,0.1,261
189,5,7,1.0,0.7,94
190,0,1,0.0,0.1,216
191,5,6,1.0,0.6,132
192,0,0,0.0,0.0,461
193,4,7,0.8,0.7,368
194,2,4,0.4,0.4,340
195,0,2,0.0,0.2,73
196,4,7,0.8,0.7,352
197,2,3,0.4,0.3,351
198,0,0,0.0,0.0,281
199,0,0,0.0,0.0,358
200,0,0,0.0,0.0,323
201,0,1,0.0,0.1,479
202,5,8,1.0,0.8,6
203,0,1,0.0,0.1,157
204,4,6,0.8,0.6,142
205,3,3,0.6,0.3,119
206,2,3,0.4,0.3,490
207,0,1,0.0,0.1,560
208,0,0,0.0,0.0,331
209,0,1,0.0,0.1,236
210,2,2,0.4,0.2,185
211,2,4,0.4,0.4,417
212,2,3,0.4,0.3,210
213,2,2,0.4,0.2,203
214,3,7,0.6,0.7,608
215,1,1,0.2,0.1,36
216,0,0,0.0,0.0,270
217,4,6,0.8,0.6,56
218,0,0,0.0,0.0,151
219,0,0,0.0,0.0,310
220,5,8,1.0,0.8,220
221,2,6,0.4,0.6,230
222,4,8,0.8,0.8,391
223,3,6,0.6,0.6,290
224,3,5,0.6,0.5,169
225,5,5,1.0,0.5,282
226,1,2,0.2,0.2,108
227,2,3,0.4,0.3,10
228,3,6,0.6,0.6,195
229,0,0,0.0,0.0,373
230,0,1,0.0,0.1,421
231,0,0,0.0,0.0,214
232,4,9,0.8,0.9,135
233,5,6,1.0,0.6,170
234,1,1,0.2,0.1,325
235,3,4,0.6,0.4,47
236,0,1,0.0,0.1,439
237,1,3,0.2,0.3,27
238,2,3,0.4,0.3,426
239,1,1,0.2,0.1,204
240,0,0,0.0,0.0,207
241,0,1,0.0,0.1,20
242,5,8,1.0,0.8,122
243,4,9,0.8,0.9,63
244,2,4,0.4,0.4,555
245,0,1,0.0,0.1,446
246,0,0,0.0,0.0,289
247,0,0,0.0,0.0,53
248,1,2,0.2,0.2,419
249,1,1,0.2,0.1,74
250,1,2,0.2,0.2,399
251,1,1,0.2,0.1,602
252,0,1,0.0,0.1,593
253,3,3,0.6,0.3,540
254,1,1,0.2,0.1,498
255,1,2,0.2,0.2,165
256,0,0,0.0,0.0,361
257,3,5,0.6,0.5,32
258,2,2,0.4,0.2,61
259,2,2,0.4,0.2,412
260,5,10,1.0,1.0,247
261,2,4,0.4,0.4,328
262,1,3,0.2,0.3,276
263,0,0,0.0,0.0,563
264,0,2,0.0,0.2,71
265,5,9,1.0,0.9,227
266,4,5,0.8,0.5,339
267,0,1,0.0,0.1,88
268,1,2,0.2,0.2,260
269,4,5,0.8,0.5,197
270,1,2,0.2,0.2,317
271,0,0,0.0,0.0,85
272,0,0,0.0,0.0,163
273,2,5,0.4,0.5,301
274,0,0,0.0,0.0,519
275,0,0,0.0,0.0,3
276,5,10,1.0,1.0,137
277,0,1,0.0,0.1,139
278,4,6,0.8,0.6,16
279,0,0,0.0,0.0,188
280,1,2,0.2,0.2,465
281,0,0,0.0,0.0,511
282,0,0,0.0,0.0,550
283,4,6,0.8,0.6,265
284,2,3,0.4,0.3,145
285,0,0,0.0,0.0,521
286,0,0,0.0,0.0,22
287,5,7,1.0,0.7,14
288,0,1,0.0,0.1,605
289,3,5,0.6,0.5,231
290,3,4,0.6,0.4,470
291,4,7,0.8,0.7,240
292,0,0,0.0,0.0,537
293,2,4,0.4,0.4,174
294,2,3,0.4,0.3,472
295,0,1,0.0,0.1,457
296,0,1,0.0,0.1,346
297,2,5,0.4,0.5,561
298,0,0,0.0,0.0,539
299,1,1,0.2,0.1,451
300,2,7,0.4,0.7,59
301,1,2,0.2,0.2,574
302,5,9,1.0,0.9,254
303,1,1,0.2,0.1,77
304,0,0,0.0,0.0,35
305,3,5,0.6,0.5,11
306,0,0,0.0,0.0,488
307,3,4,0.6,0.4,162
308,0,0,0.0,0.0,562
309,0,0,0.0,0.0,385
310,1,1,0.2,0.1,114
311,3,7,0.6,0.7,115
312,1,1,0.2,0.1,438
313,1,3,0.2,0.3,585
314,1,2,0.2,0.2,190
315,0,0,0.0,0.0,486
316,0,0,0.0,0.0,571
317,4,6,0.8,0.6,152
318,3,6,0.6,0.6,284
319,0,1,0.0,0.1,213
320,3,6,0.6,0.6,102
321,3,5,0.6,0.5,580
322,2,4,0.4,0.4,462
323,4,7,0.8,0.7,212
324,4,4,0.8,0.4,460
325,1,3,0.2,0.3,128
326,0,0,0.0,0.0,367
327,0,0,0.0,0.0,503
328,1,1,0.2,0.1,312
329,5,8,1.0,0.8,166
330,3,3,0.6,0.3,592
331,1,4,0.2,0.4,303
332,0,1,0.0,0.1,277
333,2,2,0.4,0.2,49
334,0,2,0.0,0.2,155
335,0,0,0.0,0.0,406
336,0,1,0.0,0.1,366
337,1,1,0.2,0.1,321
338,1,3,0.2,0.3,75
339,0,0,0.0,0.0,542
340,4,9,0.8,0.9,72
341,1,2,0.2,0.2,587
342,0,0,0.0,0.0,392
343,0,0,0.0,0.0,566
344,0,1,0.0,0.1,567
345,1,1,0.2,0.1,278
346,3,4,0.6,0.4,171
347,1,1,0.2,0.1,382
348,2,3,0.4,0.3,209
349,0,0,0.0,0.0,375
350,2,2,0.4,0.2,98
351,3,4,0.6,0.4,336
352,1,1,0.2,0.1,322
353,2,2,0.4,0.2,510
354,1,1,0.2,0.1,113
355,1,2,0.2,0.2,504
356,0,0,0.0,0.0,466
357,1,2,0.2,0.2,297
358,0,1,0.0,0.1,272
359,0,0,0.0,0.0,306
360,3,6,0.6,0.6,43
361,2,3,0.4,0.3,34
362,0,1,0.0,0.1,80
363,0,1,0.0,0.1,577
364,2,6,0.4,0.6,5
365,3,6,0.6,0.6,584
366,1,3,0.2,0.3,25
367,1,1,0.2,0.1,403
368,0,0,0.0,0.0,365
369,0,0,0.0,0.0,609
370,1,1,0.2,0.1,143
371,2,3,0.4,0.3,107
372,1,3,0.2,0.3,243
373,1,1,0.2,0.1,549
374,0,0,0.0,0.0,501
375,0,0,0.0,0.0,311
376,3,3,0.6,0.3,224
377,0,0,0.0,0.0,138
378,2,3,0.4,0.3,601
379,3,4,0.6,0.4,178
380,2,3,0.4,0.3,452
381,0,0,0.0,0.0,31
382,3,4,0.6,0.4,423
383,1,3,0.2,0.3,314
384,0,2,0.0,0.2,496
385,0,0,0.0,0.0,516
386,0,0,0.0,0.0,491
387,2,4,0.4,0.4,130
388,1,1,0.2,0.1,553
389,0,0,0.0,0.0,552
390,5,8,1.0,0.8,179
391,2,3,0.4,0.3,242
392,1,3,0.2,0.3,149
393,3,7,0.6,0.7,15
394,1,1,0.2,0.1,334
395,3,6,0.6,0.6,296
396,1,1,0.2,0.1,398
397,1,1,0.2,0.1,161
398,1,1,0.2,0.1,475
399,0,0,0.0,0.0,374
400,2,4,0.4,0.4,326
401,0,0,0.0,0.0,269
402,0,2,0.0,0.2,604
403,5,7,1.0,0.7,69
404,0,0,0.0,0.0,450
405,0,0,0.0,0.0,556
406,0,0,0.0,0.0,180
407,1,1,0.2,0.1,250
408,0,1,0.0,0.1,65
409,2,4,0.4,0.4,30
410,4,5,0.8,0.5,181
411,0,0,0.0,0.0,471
412,1,2,0.2,0.2,543
413,2,2,0.4,0.2,99
414,3,5,0.6,0.5,173
415,0,1,0.0,0.1,293
416,3,5,0.6,0.5,295
417,0,0,0.0,0.0,531
418,0,0,0.0,0.0,147
419,2,4,0.4,0.4,455
420,0,0,0.0,0.0,12
421,1,1,0.2,0.1,237
422,0,0,0.0,0.0,127
423,0,0,0.0,0.0,146
424,4,7,0.8,0.7,133
425,4,7,0.8,0.7,58
426,1,2,0.2,0.2,594
427,1,3,0.2,0.3,554
428,1,1,0.2,0.1,422
429,0,3,0.0,0.3,164
430,4,6,0.8,0.6,124
431,3,5,0.6,0.5,81
432,0,0,0.0,0.0,500
433,2,4,0.4,0.4,264
434,3,3,0.6,0.3,26
435,0,0,0.0,0.0,424
436,0,0,0.0,0.0,225
437,1,3,0.2,0.3,343
438,0,2,0.0,0.2,507
439,1,2,0.2,0.2,287
440,3,4,0.6,0.4,251
441,2,3,0.4,0.3,416
442,4,6,0.8,0.6,193
443,0,2,0.0,0.2,370
444,1,3,0.2,0.3,369
445,1,1,0.2,0.1,484
446,0,1,0.0,0.1,120
447,0,1,0.0,0.1,586
448,0,0,0.0,0.0,547
449,1,1,0.2,0.1,248
450,1,1,0.2,0.1,522
451,2,2,0.4,0.2,262
452,0,1,0.0,0.1,449
453,3,3,0.6,0.3,408
454,2,5,0.4,0.5,267
455,1,1,0.2,0.1,401
456,0,2,0.0,0.2,291
457,2,4,0.4,0.4,159
458,0,1,0.0,0.1,411
459,0,0,0.0,0.0,456
460,0,0,0.0,0.0,194
461,0,0,0.0,0.0,595
462,1,1,0.2,0.1,468
463,0,0,0.0,0.0,9
464,0,0,0.0,0.0,436
465,2,3,0.4,0.3,464
466,0,0,0.0,0.0,588
467,0,0,0.0,0.0,154
468,0,0,0.0,0.0,55
469,1,2,0.2,0.2,527
470,1,1,0.2,0.1,526
471,1,3,0.2,0.3,309
472,0,0,0.0,0.0,583
473,1,1,0.2,0.1,551
474,0,0,0.0,0.0,245
475,4,8,0.8,0.8,39
476,2,4,0.4,0.4,353
477,1,2,0.2,0.2,60
478,0,0,0.0,0.0,362
479,0,1,0.0,0.1,515
480,0,0,0.0,0.0,175
481,3,4,0.6,0.4,300
482,0,0,0.0,0.0,92
483,0,0,0.0,0.0,541
484,4,7,0.8,0.7,54
485,2,2,0.4,0.2,134
486,0,0,0.0,0.0,376
487,0,0,0.0,0.0,482
488,1,1,0.2,0.1,344
489,2,3,0.4,0.3,523
490,2,2,0.4,0.2,607
491,0,2,0.0,0.2,258
492,4,5,0.8,0.5,123
493,1,2,0.2,0.2,476
494,1,2,0.2,0.2,517
495,0,0,0.0,0.0,206
496,1,4,0.2,0.4,273
497,0,0,0.0,0.0,533
498,4,5,0.8,0.5,79
499,1,3,0.2,0.3,208
500,3,4,0.6,0.4,67
501,1,1,0.2,0.1,384
502,1,2,0.2,0.2,415
503,0,0,0.0,0.0,316
504,0,2,0.0,0.2,347
505,0,1,0.0,0.1,581
506,0,0,0.0,0.0,364
507,1,2,0.2,0.2,400
508,0,0,0.0,0.0,228
509,0,1,0.0,0.1,524
510,0,0,0.0,0.0,467
511,0,0,0.0,0.0,87
512,1,1,0.2,0.1,409
513,0,0,0.0,0.0,478
514,2,3,0.4,0.3,189
515,0,0,0.0,0.0,435
516,1,1,0.2,0.1,238
517,1,1,0.2,0.1,319
518,1,2,0.2,0.2,458
519,0,1,0.0,0.1,497
520,0,0,0.0,0.0,568
521,2,3,0.4,0.3,348
522,2,5,0.4,0.5,379
523,0,0,0.0,0.0,492
524,0,0,0.0,0.0,535
525,0,0,0.0,0.0,396
526,1,1,0.2,0.1,538
527,0,0,0.0,0.0,338
528,0,0,0.0,0.0,502
529,0,0,0.0,0.0,158
530,0,0,0.0,0.0,395
531,2,2,0.4,0.2,106
532,0,0,0.0,0.0,528
533,4,5,0.8,0.5,192
534,0,1,0.0,0.1,44
535,2,2,0.4,0.2,445
536,0,0,0.0,0.0,440
537,1,2,0.2,0.2,513
538,0,0,0.0,0.0,345
539,0,0,0.0,0.0,327
540,0,0,0.0,0.0,359
541,2,2,0.4,0.2,430
542,0,0,0.0,0.0,481
543,1,1,0.2,0.1,97
544,0,0,0.0,0.0,2
545,0,0,0.0,0.0,386
546,1,2,0.2,0.2,378
547,0,0,0.0,0.0,350
548,0,0,0.0,0.0,565
549,0,0,0.0,0.0,578
550,0,0,0.0,0.0,558
551,1,1,0.2,0.1,397
552,1,2,0.2,0.2,494
553,0,0,0.0,0.0,493
554,0,0,0.0,0.0,218
555,0,2,0.0,0.2,371
556,0,1,0.0,0.1,388
557,2,2,0.4,0.2,437
558,0,0,0.0,0.0,413
559,0,0,0.0,0.0,299
560,1,1,0.2,0.1,337
561,1,2,0.2,0.2,532
562,2,4,0.4,0.4,512
563,0,0,0.0,0.0,506
564,1,2,0.2,0.2,429
565,2,2,0.4,0.2,485
566,0,1,0.0,0.1,463
567,2,3,0.4,0.3,283
568,0,0,0.0,0.0,442
569,0,0,0.0,0.0,389
570,0,0,0.0,0.0,150
571,4,4,0.8,0.4,37
572,2,2,0.4,0.2,407
573,0,0,0.0,0.0,591
574,0,0,0.0,0.0,579
575,0,0,0.0,0.0,329
576,0,0,0.0,0.0,324
577,0,0,0.0,0.0,315
578,0,0,0.0,0.0,508
579,0,0,0.0,0.0,441
580,0,0,0.0,0.0,431
581,0,0,0.0,0.0,576
582,0,0,0.0,0.0,349
583,3,4,0.6,0.4,444
584,0,0,0.0,0.0,394
585,0,0,0.0,0.0,598
586,0,1,0.0,0.1,505
587,2,2,0.4,0.2,589
588,1,1,0.2,0.1,427
589,1,1,0.2,0.1,110
590,0,0,0.0,0.0,575
591,0,0,0.0,0.0,499
592,0,0,0.0,0.0,454
593,1,1,0.2,0.1,530
594,0,0,0.0,0.0,529
595,0,0,0.0,0.0,433
596,0,1,0.0,0.1,363
597,1,1,0.2,0.1,473
598,0,0,0.0,0.0,459
599,0,0,0.0,0.0,355
600,2,3,0.4,0.3,536
601,1,1,0.2,0.1,390
602,1,2,0.2,0.2,569
603,0,0,0.0,0.0,545
604,0,0,0.0,0.0,320
605,0,0,0.0,0.0,360
606,0,0,0.0,0.0,557
607,0,0,0.0,0.0,333
608,0,0,0.0,0.0,518
609,0,0,0.0,0.0,548
