userId,movieId,rating,timestamp
610,8914,4.0,1493845360
608,3210,3.0,1117502752
414,3397,4.0,961595667
474,2081,3.5,1089387047
438,5324,3.5,1105654158
541,95,3.0,835643186
564,8984,3.5,1478454152
330,597,4.0,1285905063
599,3889,2.5,1498516061
572,1061,5.0,945890338
353,292,4.0,831939699
328,134853,3.0,1494210904
425,4027,4.0,1085490730
526,92259,5.0,1502131880
448,6188,3.5,1098963762
380,4011,5.0,1494613084
488,1197,5.0,1112382098
318,77233,3.5,1345921097
408,2371,4.5,1467797045
308,5618,4.0,1421373910
534,1097,4.0,1459787996
357,66097,4.0,1348610717
584,588,4.0,834987064
318,27660,3.5,1414922235
525,97921,4.0,1476477618
387,6025,2.0,1094941840
502,1148,4.5,1111757311
387,1952,4.0,1139129782
481,1662,3.0,884773776
600,2411,3.0,1237762735
469,2716,4.0,965425390
610,91233,4.0,1493846643
429,222,4.0,828124615
610,112290,5.0,1479542817
380,91094,5.0,1493421151
599,105720,3.0,1498527476
474,8302,3.5,1085749102
546,1990,4.0,973588258
393,49272,5.0,1430506696
474,2088,2.5,1060106633
313,3688,2.0,1030474547
346,7482,3.0,1094646977
382,4701,3.5,1515172930
460,72641,3.5,1359176538
326,2028,3.5,1324235748
609,480,3.0,847220907
328,2000,1.5,1494211398
546,2858,5.0,973588321
489,2908,4.5,1332704606
561,46578,3.5,1491092480
599,1240,3.5,1498501551
414,4029,5.0,993482948
601,1584,3.5,1521397691
307,1330,1.0,1186085226
414,5878,4.0,1058144631
318,72171,5.0,1347014669
599,68945,4.5,1498530858
474,2421,2.0,1002757147
555,1732,4.0,978749426
461,539,4.0,1505935378
158,2605,2.5,1290764759
448,2472,3.0,1019127763
462,2375,0.5,1127101363
489,3247,3.0,1333101190
577,1250,5.0,945966109
555,2463,4.0,978821265
325,2268,3.0,1039396675
331,50872,4.0,1537157820
600,1517,3.0,1237711274
489,802,1.0,1332774482
561,2476,4.0,1491092163
525,4308,4.0,1476478032
314,500,3.0,834241545
486,648,5.0,839536984
387,4643,3.0,1094938537
555,187,5.0,978746596
368,3113,2.0,971277181
453,1,5.0,1005966797
561,1302,4.0,1491092243
432,1590,3.5,1315242318
489,52885,3.0,1333658738
606,6791,4.5,1171324335
495,69122,5.0,1458635578
351,69122,3.5,1328289267
382,2687,4.5,1515161389
326,7160,4.5,1322250857
365,33794,2.0,1488332447
434,6333,4.0,1270604805
474,2333,3.5,1053348161
382,1544,3.5,1515173165
346,3735,3.0,1125857988
365,99114,3.0,1488333594
439,1291,3.0,1436943786
381,7347,4.0,1168666051
517,3039,2.0,1487953353
523,3949,4.5,1503126107
606,1912,3.5,1171816464
495,4643,4.0,1458636416
412,34,5.0,939114265
534,93838,4.5,1459787996
414,4571,4.0,1008691042
318,27266,3.5,1419080980
600,1126,4.5,1237716050
250,345,5.0,1121217488
387,2288,4.0,1094877451
307,2052,3.0,1186172338
606,2622,3.5,1171841356
330,2858,4.5,1285904035
484,30825,4.0,1342297861
307,8340,3.0,1186172847
606,948,3.5,1171812999
484,1821,3.0,1342228225
414,355,1.0,961439433
414,4641,5.0,1011206359
606,19,2.0,1171814553
474,3252,3.0,979180377
474,3281,2.0,1052088727
567,143367,4.5,1525283150
469,2321,3.0,965425446
391,4235,2.0,1030943882
469,750,5.0,965335315
334,4886,3.5,1225478135
381,30810,2.0,1167542287
607,434,4.0,963080385
321,316,4.0,843212439
380,79702,4.0,1493420626
517,59501,4.0,1487957085
400,296,5.0,1498870341
318,1210,4.0,1238514353
610,97285,3.5,1479545041
367,4022,3.0,997813060
422,3095,4.0,995235768
307,788,2.0,1186161496
604,708,3.0,832080461
322,780,3.0,1217676212
358,26095,0.5,1339545947
395,231,3.0,841503488
307,6625,2.5,1186087517
368,1193,5.0,971273035
566,2,4.0,849005893
373,253,5.0,846829968
374,161,4.0,849089153
492,708,3.0,863976055
610,1128,3.5,1479543110
428,5152,3.5,1111489477
555,2247,3.0,978822249
596,64957,3.0,1535708576
480,2908,4.0,1179160963
572,1204,5.0,945888912
380,2096,3.0,1493423191
491,97921,2.0,1523814246
594,165,4.5,1109036671
599,494,2.0,1498511333
489,87413,0.5,1333234291
325,1264,4.0,1039397978
421,39183,4.5,1311494152
387,7581,3.0,1095121085
416,531,2.5,1187495273
590,4643,2.5,1258422631
514,180985,3.0,1533874505
599,538,2.5,1498518701
542,4963,5.0,1163386785
610,3521,4.5,1479544464
438,5363,3.0,1105654299
516,260,5.0,994624788
414,3254,3.0,961439170
318,5952,3.5,1278433377
318,1732,4.0,1240164117
610,3949,3.5,1493844890
339,6869,4.0,1460184431
522,27369,4.0,1254121616
520,5349,4.0,1326609365
313,3535,4.0,1030475654
577,923,3.0,945966617
525,4642,4.0,1476477019
527,2565,4.0,1033173966
610,589,5.0,1479542983
470,39,3.0,849075682
357,1997,4.5,1348610803
72,1357,4.0,1217323427
217,901,1.0,955934925
89,2324,4.5,1520408266
438,494,4.0,1105649498
434,1580,3.5,1270604388
432,4995,4.5,1316391806
317,109487,3.0,1430365193
355,2916,5.0,974965550
427,2683,2.5,1053068832
599,5952,3.0,1498523254
502,903,3.5,1111757298
428,3697,3.0,1111523421
474,1732,3.5,1100119813
603,1580,4.0,963177406
593,593,4.0,1181007635
580,1254,0.5,1167790990
453,3555,3.0,972622005
552,1584,3.5,1111472915
489,539,4.5,1332772984
608,1573,2.5,1117415355
417,68157,5.0,1529283657
489,481,1.5,1333234162
567,50,1.0,1525282012
584,457,4.0,834987672
603,1096,3.0,953928066
610,52952,5.0,1479545627
474,27,2.0,1069686414
414,4886,4.0,1006186497
534,109487,3.5,1459787997
414,1090,5.0,961512475
484,58559,3.5,1342228525
606,2073,3.0,1171839167
599,61236,2.5,1498517245
474,4226,5.0,990751680
328,1380,0.5,1494211348
599,58306,2.5,1498518771
571,3732,1.0,966900811
387,1036,3.0,1094877543
317,589,4.0,1430366011
380,5444,5.0,1493420144
520,3039,5.0,1326608402
380,1665,4.0,1494278948
610,112138,4.5,1493846249
307,6796,2.5,1186087091
381,27660,3.5,1170587491
567,57502,4.0,1525285549
409,1197,5.0,968979078
474,1081,3.5,1074888985
566,454,5.0,849005494
603,3727,4.0,963176794
563,2144,4.0,1441846331
448,2174,3.0,1019127479
599,17,3.5,1498501103
573,39446,4.0,1186589258
489,356,4.0,1333101250
377,62383,3.5,1340342327
555,2375,4.0,978822969
385,434,1.0,834691623
330,1258,4.0,1285903845
606,5810,4.0,1171578584
313,4874,3.0,1030475237
590,480,4.0,1258420379
448,303,3.0,1057592358
344,2012,5.0,1420496566
599,353,2.5,1498517384
389,780,5.0,857934174
412,2886,1.0,939113658
512,480,4.0,841449335
414,524,5.0,961518251
603,3183,3.0,963176178
522,33794,4.0,1253344153
414,2414,4.0,961594982
509,4366,2.5,1435994536
484,216,4.5,1342298038
608,4638,3.0,1117408543
448,62956,3.0,1262543184
318,44191,3.5,1261342617
466,54286,4.0,1439885206
534,5459,3.5,1459787997
387,2644,3.5,1140252399
126,150,4.0,845925577
608,1222,3.0,1117336675
479,2034,1.0,1039361316
352,1619,5.0,1493673930
606,2002,0.5,1172969050
452,589,5.0,1013394732
572,1964,5.0,945890408
599,91529,3.0,1498527139
434,1393,3.5,1270606673
414,2795,3.0,961595606
600,2406,3.5,1237715278
592,648,4.0,837350451
495,45672,4.5,1458636292
542,5989,4.5,1163386996
396,1320,0.5,1111688455
567,2232,1.0,1525289082
517,5989,2.0,1487953187
474,3034,3.0,983033369
295,1466,4.0,1320064382
599,58559,3.5,1498798185
368,608,4.0,971273222
599,348,3.0,1498523458
253,1271,5.0,1286642552
307,70,3.5,1186161936
606,3629,4.5,1171501148
382,5952,5.0,1515160698
409,2369,3.0,968978168
610,71057,3.0,1493845648
586,589,5.0,1529899916
462,27878,3.0,1201410959
599,2311,2.5,1498518192
610,102123,4.0,1493846329
380,2115,5.0,1493474185
603,2344,4.0,953928090
387,5974,3.0,1094877310
524,10,4.0,851608818
524,1097,2.0,851609016
474,356,3.0,1100292489
474,1036,3.0,983034060
448,1017,3.0,1019125340
94,590,4.0,843406616
352,103249,4.0,1493674543
599,4848,4.5,1519117681
599,4989,2.0,1498511059
526,1295,4.0,1502132801
414,353,5.0,961514217
428,5380,3.0,1111489906
356,49272,4.0,1229143238
603,3363,4.0,953926816
596,168366,3.0,1535709223
552,2642,1.0,1111473196
599,172,2.0,1498510855
380,37382,3.0,1494267830
387,7336,3.5,1117355207
474,2455,3.0,974666749
377,4370,3.5,1340342614
380,1517,3.0,1493420298
381,6947,3.5,1170587467
599,2761,3.0,1519118030
564,50942,3.5,1478451577
534,2858,3.5,1459787997
525,147380,3.0,1476477916
356,32587,3.5,1229143136
365,108190,2.0,1488333315
602,50,5.0,840875720
448,78034,3.5,1320594057
599,3388,3.0,1498525691
503,3072,3.0,1335214342
567,3157,2.0,1525288528
326,89864,3.5,1323553009
419,64197,5.0,1321853498
462,162,4.0,1130434078
405,3355,4.0,1295912655
62,858,5.0,1521488566
483,59784,4.0,1272483289
600,2428,1.5,1237762724
483,588,4.0,1178293097
567,86059,1.5,1525288990
327,2470,3.5,1234788669
391,2490,3.0,1030825330
477,905,4.0,1200949117
307,7367,1.0,1186172993
307,2163,2.5,1186085404
448,1019,3.0,1028110632
517,3988,3.0,1487955838
346,3535,3.5,1094646631
522,50,4.5,1253430096
414,1148,5.0,961438086
590,4022,3.5,1258421047
147,163,4.5,1203267696
555,1088,4.0,978822670
307,2161,2.5,1186162276
470,300,4.0,849075432
405,2826,4.0,1295910525
342,3016,2.0,1042821991
414,5282,2.5,1059666278
313,3693,1.0,1030475895
586,111659,3.0,1529899554
500,2706,4.0,1005527980
414,849,2.0,961515354
546,2529,3.0,973588518
480,4979,5.0,1179163450
599,3409,1.5,1498504596
606,1156,3.5,1171361663
448,2762,4.0,1019142152
587,2300,1.0,953137813
429,261,5.0,828124616
377,7063,5.0,1340343282
436,437,3.0,833530204
555,587,5.0,978746552
525,89745,4.5,1476476054
483,7147,5.0,1178211270
426,337,4.5,1451081076
597,1084,5.0,940362281
380,8810,3.0,1494267406
605,4886,3.0,1277175594
495,4369,5.0,1458636374
313,2528,4.0,1030474877
474,8921,3.5,1097508640
414,1088,3.0,961514273
581,5995,5.0,1447007147
294,2371,2.0,966594630
387,2810,4.0,1132907050
514,1674,4.0,1533949134
307,6559,2.0,1186259011
391,5470,4.0,1030824733
599,3016,2.0,1498510491
437,509,4.0,859721432
361,56775,4.0,1204047629
354,1225,4.5,1200941432
474,2291,4.5,1100291512
387,913,4.5,1123041880
330,208,4.0,1285905155
387,6710,3.0,1147918102
536,272,5.0,832840002
599,5428,0.5,1498502739
205,3033,4.0,1519899159
377,8641,4.5,1340344130
441,296,5.0,1449070650
608,170,4.5,1117504807
474,440,4.5,1053021228
608,590,3.0,1117162615
414,4649,2.0,1049566388
555,2735,3.0,978823282
534,63082,4.0,1459787998
381,1653,4.0,1164383246
483,7373,1.5,1181496728
525,71535,3.5,1476477631
590,1086,4.5,1258423180
561,30810,3.0,1491092477
380,1721,2.0,1493667395
362,592,4.5,1530640121
195,1210,4.0,974705240
432,84189,3.5,1315243119
586,1376,4.5,1529901432
330,1682,3.5,1285905289
503,2571,4.5,1335219074
401,78499,3.5,1510449868
482,1036,5.0,1105396867
361,260,2.0,1204045245
590,6957,2.5,1258417038
336,2028,4.0,1122227314
599,2691,2.5,1498515387
325,104,2.0,1039395952
599,898,3.5,1498501399
471,4973,4.0,1496669566
341,130087,4.5,1440969937
600,1200,2.0,1237759117
369,19,4.0,1237081519
332,1258,3.5,1352672083
404,350,3.0,838376007
509,4973,4.0,1435992320
414,3478,2.0,961518108
469,1921,4.0,965335463
448,6862,3.5,1065030178
517,3034,3.0,1487957114
469,3384,4.0,965333831
322,1230,3.0,1217676694
474,235,4.0,1083589261
600,1617,3.0,1237715075
425,3623,3.0,1085490765
436,376,3.0,833530232
610,84772,3.5,1493846852
424,99114,4.5,1457844575
414,6365,4.0,1053623904
425,1544,2.5,1085476552
606,5415,3.5,1171362034
573,745,4.5,1248839793
377,5113,2.5,1340342964
599,38095,3.5,1498797378
597,70,2.0,941559139
369,1923,3.5,1237081492
307,1923,3.0,1186161435
466,6874,3.5,1439915264
534,130634,4.0,1459787996
318,1222,4.0,1235482996
483,4975,2.0,1178358699
414,2959,5.0,961437188
308,21,1.0,1421374404
599,89492,3.5,1498542405
484,2572,4.0,1342296830
105,318,5.0,1446571534
520,4011,4.5,1326609691
575,2583,4.0,926510262
587,1073,4.0,953138227
510,3176,1.5,1141158936
566,150,3.0,849005096
387,7745,4.0,1117438276
325,19,2.0,1039395714
387,999,3.0,1095041486
599,92008,3.0,1498524570
586,45431,5.0,1529899617
560,5072,3.5,1469651538
318,7064,3.5,1286611736
414,5636,2.0,1089043973
603,356,3.0,953926642
326,55721,4.5,1322252422
414,3978,3.0,986835824
510,2000,3.0,1141158988
330,593,5.0,1285903848
376,60069,4.5,1364932826
334,60069,3.5,1225477572
489,1688,2.5,1333297259
352,3408,4.0,1493673586
564,37384,4.0,1478452419
414,150,4.0,961517162
581,4973,3.5,1447007158
551,49530,4.0,1504925987
339,1206,5.0,1460182461
599,1644,2.0,1498510574
610,1129,4.0,1479543081
326,648,3.0,1419880402
217,551,3.0,955934988
489,4022,3.5,1333101709
520,3175,4.0,1326609791
462,6235,4.5,1130434007
414,6764,4.0,1081119746
414,5159,3.0,1016114972
351,1959,3.0,1325978085
579,2431,4.0,958879861
420,7373,3.0,1218207129
474,6592,4.0,1075729870
606,26527,4.0,1171818266
422,3798,2.0,989716151
502,2657,3.5,1111757249
351,1721,4.0,1326106611
495,4979,5.0,1458635809
600,4039,2.5,1237710336
560,27368,4.0,1469652047
599,91630,3.0,1498528639
588,457,5.0,839316184
517,54286,2.0,1487957740
471,4886,4.0,1496671855
600,1409,1.0,1237759838
561,1732,5.0,1491091144
527,4912,5.0,1033173682
572,2497,2.0,945888531
517,56941,2.0,1487953831
510,2599,4.0,1141158913
580,7327,2.0,1167673730
525,32587,3.5,1476476598
359,44555,4.0,1192742162
455,588,3.0,836435855
16,2641,3.0,1377476582
385,410,4.0,834691662
590,1254,4.0,1258417306
390,2288,4.0,1250274206
414,1917,4.0,961515325
438,8949,5.0,1105649588
411,318,4.0,835532030
414,438,2.0,961439584
525,98243,3.0,1476478213
319,109487,5.0,1461351651
275,587,3.0,1049076150
331,59369,3.0,1537158039
330,2329,4.0,1285904038
610,1218,5.0,1479542012
346,480,2.5,1125858149
382,4580,0.5,1515163498
590,3175,2.5,1258421316
599,2879,2.5,1498517668
554,2324,5.0,944898992
385,1035,3.0,842893095
606,2351,4.0,1171361398
517,920,4.0,1487957162
452,2628,4.0,1013394544
423,1320,1.5,1155285559
511,79132,5.0,1450093987
525,3421,4.0,1476476429
380,88125,4.0,1494708630
480,3677,5.0,1179160752
380,551,5.0,1493420127
414,2094,2.0,961514985
414,5486,2.5,1072058163
453,1307,5.0,1005966756
469,2391,5.0,965336695
318,3521,4.5,1315331422
212,318,4.5,1490114697
337,1,4.0,860255715
323,500,3.5,1422640404
448,1302,3.0,1019137559
429,595,5.0,828124615
608,2908,1.0,1117490925
313,2762,4.0,1030476180
462,1288,3.5,1124158003
488,3176,2.0,1112381870
534,2571,4.0,1459787998
415,5782,4.5,1382470166
477,8622,4.0,1200940269
480,1196,5.0,1179160264
410,942,5.0,990909349
414,4019,4.0,979568865
599,2676,1.5,1498505241
414,338,2.0,961515229
477,27904,4.0,1200941924
606,7934,4.0,1171365487
480,44022,3.0,1179165153
599,1230,4.0,1498499225
560,30707,3.0,1469648588
352,1801,3.0,1493673871
437,247,4.0,859721635
434,2959,5.0,1270603481
599,5080,2.0,1498509713
438,208,3.0,1105666261
563,74868,3.5,1441844928
412,2918,4.0,939114074
603,5060,3.0,953926877
590,4823,2.5,1258417071
414,3996,5.0,979226507
387,6035,4.0,1121574229
552,329,3.5,1111473082
489,95,1.5,1333101502
460,169,1.0,1359176269
443,2858,4.0,1420236790
471,116797,3.0,1496669568
387,7982,4.5,1137222347
484,61024,4.5,1342298231
414,18,3.0,961682128
603,1053,3.0,953925191
438,21,3.5,1105666251
325,347,4.0,1039395430
480,5669,3.5,1179160956
580,1208,3.5,1167790956
356,34164,3.5,1229140814
317,88129,4.0,1430513016
563,118997,4.0,1440800320
452,1580,4.0,1013395144
561,1777,3.0,1491094324
465,1219,5.0,959895907
487,4993,4.0,1428574196
520,1198,5.0,1326609042
438,62,4.0,1105649800
339,112290,4.5,1460186006
597,1953,3.0,940421094
587,2731,4.0,953136994
456,141,4.0,856883308
313,2513,2.0,1030475865
414,4103,5.0,991144129
362,2194,4.0,1530637739
515,176371,5.0,1513602051
610,3744,3.0,1493847444
325,2321,4.0,1039395636
546,3959,5.0,973588321
610,103483,4.5,1479542524
373,500,2.0,846830016
369,1125,4.5,1236830443
610,2391,4.0,1479542677
489,4027,2.5,1333101702
512,380,3.0,841449203
512,208,3.0,841449308
610,3108,4.5,1479543364
307,4127,1.5,1186259286
555,4041,1.0,978744464
599,599,3.0,1498524368
582,89745,5.0,1446792664
368,555,3.0,975827681
484,2059,2.5,1342227954
446,587,3.0,843839290
599,8033,3.0,1498521606
483,253,3.5,1178215303
608,858,5.0,1117408367
368,1969,2.0,971274103
382,91671,1.0,1515161253
466,73017,4.5,1439915534
414,4679,4.0,1026225364
525,98961,3.5,1476478303
427,5299,3.0,1053070583
420,45499,3.0,1218036707
477,30749,4.0,1200940574
479,3253,4.0,1039362608
386,590,2.0,842610161
599,46578,2.5,1498515603
448,2269,3.0,1019139281
585,1089,4.5,1307417625
325,3809,2.0,1039396588
599,2076,3.5,1519117839
454,56339,3.5,1279477672
600,7161,1.0,1237714307
414,4054,3.0,1011208551
419,34048,3.5,1322305407
410,1734,5.0,990807582
238,1961,2.0,1007930885
456,260,5.0,856883383
590,60766,4.0,1258417750
325,2986,1.0,1039395815
474,3040,1.0,1047055282
606,4881,4.5,1171310956
590,2011,3.0,1258420964
488,2359,4.0,1112382338
338,858,4.5,1530148305
338,176371,1.0,1530148373
414,4636,2.0,1082736203
597,2040,4.0,941640873
318,61323,5.0,1261343381
405,32,4.5,1295910764
470,380,5.0,849074737
585,1805,4.0,1307416322
509,40629,4.0,1435992452
599,48516,3.0,1498522886
597,1955,5.0,941640505
569,316,4.0,849190633
608,8957,3.5,1117491318
318,1884,5.0,1238878279
562,4128,4.5,1368893252
509,48385,3.0,1435993533
480,2788,4.0,1179160623
376,3089,5.0,1364933098
599,5970,3.0,1498525491
570,5989,3.5,1181476668
600,48082,3.5,1237714208
603,3505,3.0,953927732
473,4880,3.5,1169351362
428,4776,4.0,1111524707
482,1359,3.5,1105396618
429,317,5.0,828124616
318,4034,3.5,1254132957
474,1588,3.0,1046886867
477,348,4.0,1200943054
597,380,2.0,941558116
401,4993,3.0,1510450411
78,2605,2.5,1252573252
462,3504,4.0,1130433933
553,7457,3.5,1219556862
307,413,2.5,1186084579
438,440,3.5,1105668491
599,1206,4.5,1498539520
309,4406,3.5,1126452027
402,667,3.0,849598383
448,2404,1.0,1019124948
409,858,5.0,967919359
367,953,5.0,997812874
478,350,4.5,1121467274
599,5903,2.5,1498514024
448,5945,3.5,1094375921
534,33493,4.0,1459787997
368,2617,2.0,971276901
338,7153,2.5,1530148449
365,76077,4.0,1488333411
610,116977,3.0,1479544278
509,6874,3.0,1435993272
448,1917,3.0,1019124725
555,3101,4.0,978821633
599,3852,2.5,1498515698
312,1321,4.0,1043176038
469,3418,4.0,965333750
341,380,4.5,1483908843
401,8961,4.0,1514346865
377,7834,4.0,1340342977
414,6787,4.0,1073680082
560,7438,4.0,1469650030
604,426,3.0,832080591
477,2395,4.5,1200939541
509,17,3.0,1435992515
548,6874,4.5,1488825762
528,1222,4.0,1391736165
474,2167,2.0,974667447
438,8644,4.0,1105650130
307,3268,1.0,1186172507
593,1188,5.0,1181007098
438,3986,3.0,1105654710
453,1617,4.0,972621207
599,186,1.5,1498504452
365,4239,2.5,1488594776
380,60074,2.0,1493422770
480,6296,3.0,1179163658
522,586,1.0,1253345723
604,277,4.0,832080355
593,5816,2.0,1181007928
313,2531,3.0,1030475022
534,8636,4.0,1459787998
380,5609,3.0,1494268086
603,915,4.0,953926581
471,8961,3.5,1496671872
380,98809,5.0,1494708637
590,4855,3.5,1258427324
414,3267,4.0,1022601274
599,7360,3.0,1498525728
435,34405,4.0,1366678013
534,95167,3.0,1459787998
608,743,1.5,1117504887
525,97866,4.5,1476477282
603,1407,5.0,953925657
572,1917,3.0,945888784
318,69529,4.0,1315331061
313,188,4.0,1030475884
599,1866,0.5,1498502786
599,77201,2.5,1498516948
380,54997,5.0,1494690915
590,3704,2.5,1258423211
577,2094,5.0,945965845
434,4306,3.0,1270604393
368,1240,4.0,971275431
506,112556,3.0,1424486905
396,3052,3.5,1111688499
559,34,5.0,845475917
427,5294,4.5,1053070577
387,104,2.0,1095040613
376,344,2.0,1364994072
560,79132,4.0,1469647819
600,3671,4.0,1237713144
448,4351,1.0,1160936767
374,780,4.0,849089184
517,4886,2.0,1487957118
377,1942,4.5,1340343549
469,2641,4.0,965334440
432,48394,4.0,1328050156
387,1783,3.0,1117430385
405,48394,3.5,1295910903
489,4023,1.0,1333232308
589,733,2.0,856038894
483,2232,4.0,1204277707
599,6774,2.5,1498527981
462,2858,3.5,1154037735
599,6378,2.5,1498517678
307,4061,3.0,1186173265
414,3917,2.0,991144656
468,253,4.0,831400480
448,3536,4.0,1039177544
448,74795,3.0,1312638561
462,541,3.5,1123891140
448,81845,4.5,1328370855
596,81564,4.0,1535711563
524,172,3.0,851609213
354,1208,3.5,1200870664
422,3916,4.0,986173367
381,5995,5.0,1164876462
571,1977,3.0,966901061
448,32,2.0,1019132949
414,6932,4.5,1071615803
414,4388,2.0,1072058374
483,1221,3.5,1181494841
542,1527,5.0,1163387028
590,339,3.0,1258420719
580,62,2.0,1167790047
603,3300,4.0,953924838
534,132046,4.5,1459787996
363,168252,4.0,1502584462
429,421,4.0,828124615
483,37857,4.5,1178213497
484,3254,4.0,1342298387
480,40581,1.5,1179165217
448,60069,2.5,1293908110
555,3412,4.0,978749210
313,1639,4.0,1030555549
559,596,3.0,845476276
572,1235,5.0,945892463
474,6288,3.5,1066136312
599,3268,1.5,1498504047
608,587,2.5,1117504319
347,110,3.0,847645690
414,6301,4.0,1053623956
527,4289,1.0,1033173581
381,8622,4.0,1164876803
483,27731,3.5,1204473329
459,260,4.0,1520233064
475,139385,4.0,1498031081
474,1367,2.0,1015352738
503,480,3.5,1335219291
481,1407,2.0,884773369
332,6365,3.0,1352672377
462,1617,4.0,1121922427
373,592,3.0,846829840
309,6639,4.0,1126451056
606,7371,4.5,1171362199
599,32584,3.0,1498521425
560,6365,3.5,1469650024
380,2002,3.0,1494035840
484,7147,4.5,1342295150
357,2762,5.0,1348610119
599,1921,4.0,1498499397
599,188,2.5,1498518504
599,48774,4.0,1498499630
474,4214,2.0,988580397
326,70451,5.0,1324235727
472,48516,5.0,1345843264
599,1918,2.5,1498513958
448,5010,4.0,1074854977
391,4014,2.0,1030945206
307,5481,3.5,1186085440
353,595,4.0,831939669
607,1997,5.0,963079420
570,48738,3.5,1181476483
349,590,4.0,834750598
610,5459,3.0,1493844971
480,1625,2.0,1179161901
534,91485,4.0,1459787995
357,34,4.0,1348611388
448,71530,1.5,1319885998
346,3160,4.5,1094645785
424,60756,4.0,1457846119
414,915,4.0,961513948
610,93840,5.0,1479542624
425,6796,3.5,1085492434
312,2968,4.0,1043176640
469,2699,3.0,965334169
365,40815,3.0,1488332536
552,442,1.5,1111472919
603,1982,4.0,953925513
571,1269,3.0,966900003
420,52245,3.5,1218039734
361,2502,2.0,1204045760
610,7360,4.0,1493846048
487,31658,3.5,1428574498
483,3033,4.0,1178358792
453,1060,3.0,972622883
405,208,4.0,1295912225
490,88163,3.0,1328145406
542,2918,4.5,1163387310
453,3240,4.0,972621539
310,2671,4.0,1078649254
474,3863,3.0,974666330
438,5943,3.5,1105654314
372,1416,2.0,874414409
309,30825,3.5,1110393978
470,344,3.0,849074824
391,1860,3.0,1030827923
381,5171,2.0,1167543545
489,788,1.0,1332773363
404,500,4.0,838375951
603,3655,5.0,963176221
408,101864,5.0,1467371641
339,356,4.0,1460182081
606,4027,4.5,1171362762
560,122882,4.0,1469648716
