userId,movieId,rating,timestamp
153,172547,0.5,1525553047
222,32587,4.0,1391350292
217,1754,3.0,955940859
477,59315,4.5,1210266538
274,5667,3.5,1172110194
219,3826,3.5,1195349035
572,1442,4.0,979923914
544,1042,5.0,850688776
223,1566,3.5,1226209350
57,2396,5.0,965796869
599,6631,1.5,1519346948
90,1417,3.0,856354513
205,54001,3.5,1519900824
235,110,4.0,841422410
105,136447,5.0,1526208332
7,2762,4.5,1106635648
42,1231,5.0,996258009
167,1136,4.0,1154722973
105,5912,4.5,1446622239
356,47518,2.5,1242881864
590,7573,2.5,1266473172
13,3717,3.0,987895952
1,1029,5.0,964982855
112,72998,4.0,1518888239
45,173,1.0,950741335
172,2072,4.0,1238716153
570,1407,2.5,1181478176
590,2951,4.0,1297830387
257,494,3.0,1141625543
274,7445,4.0,1171758670
234,260,5.0,1004407958
274,3264,2.0,1171785648
232,37720,3.0,1182909848
19,2458,2.0,965708098
292,2027,1.0,1041613090
1,3176,1.0,964983504
45,2791,4.0,950723611
590,8529,2.5,1267150589
200,8641,3.0,1229877411
425,4973,4.0,1163190819
68,1923,4.0,1158531081
383,1953,3.0,943571137
405,59814,5.0,1298593183
434,3052,4.5,1270606930
221,509,3.5,1111175961
239,780,4.0,1221158240
18,5952,3.5,1455209677
156,1234,4.0,939853183
105,172583,5.0,1526206998
64,858,5.0,1161520037
46,50,5.0,834788094
294,378,1.0,966596854
191,223,5.0,829760897
68,1193,3.0,1240092977
246,95105,4.5,1354133835
354,2161,4.5,1200953392
76,81535,4.5,1439168697
111,48520,4.0,1516152919
202,2470,3.0,974923239
534,736,3.5,1459795340
160,4381,5.0,998514430
221,1197,4.5,1118246789
105,6541,3.0,1446750344
64,26504,3.5,1161520251
448,106072,2.0,1414963234
298,30812,2.5,1447598382
199,1303,4.0,1094309453
62,69122,4.0,1521488917
232,53972,3.5,1218166012
434,431,3.5,1270974161
38,266,1.0,841341405
318,143525,4.0,1445511951
182,3947,2.5,1055153078
217,1499,2.0,955941505
546,3937,4.0,973588665
285,7265,3.5,1452364041
62,5618,5.0,1521488944
603,2682,4.0,963179902
51,2613,5.0,1230931181
140,5338,2.0,1021898844
335,2571,5.0,1261542406
33,25,3.0,939646902
525,3556,4.5,1476480151
234,2115,3.0,1004408102
57,1711,3.0,965797640
184,6283,4.0,1537094484
274,8604,2.0,1172007730
182,3654,3.0,1054780938
33,307,5.0,939715286
82,6550,2.5,1084467580
357,74282,5.0,1348627622
448,164753,2.0,1489862782
241,2997,3.5,1447540791
307,60069,5.0,1229117973
198,567,1.0,1034137937
103,64114,1.0,1431956615
211,1125,4.0,1350912043
21,4701,3.5,1403459884
66,1094,4.0,1099187083
474,1224,4.0,1100614728
599,612,1.5,1519186032
414,60128,3.5,1283877181
232,5621,3.0,1182909229
200,1271,4.0,1229876610
249,3114,3.5,1346758271
19,377,4.0,965711156
125,158783,4.0,1489005130
82,165,4.0,1084467751
610,4876,2.5,1493849658
148,60069,4.5,1482548484
377,2163,2.5,1340347465
68,786,2.5,1158532711
33,1500,4.0,939719185
78,68791,2.0,1252574796
19,2150,3.0,965706276
603,612,3.0,963179060
28,1136,3.5,1234338716
275,3384,5.0,1049079320
93,2054,4.0,942947102
447,594,4.0,836961903
125,7265,5.0,1474294802
483,4025,3.0,1415576118
606,30994,4.0,1175637452
17,2571,5.0,1305696756
40,515,3.0,832059892
288,3506,3.0,976120462
252,6377,5.0,1498284193
100,4643,4.0,1100186018
298,1210,4.5,1447585006
101,2502,3.0,968441120
109,507,4.0,841275346
182,3081,4.0,1077637182
177,6373,3.0,1435526050
86,588,4.0,1344082668
597,1394,5.0,941641183
304,1909,4.0,902745428
136,204,1.0,832449475
599,4047,3.0,1519244003
469,2160,4.0,965846465
186,2116,4.0,1031080005
23,1214,4.0,1107341579
200,1,3.5,1229886312
474,7083,3.0,1129579527
125,120466,3.0,1475407828
599,4474,1.5,1519185498
141,32587,2.5,1513130341
182,2696,4.0,1075765137
573,318,4.5,1299222415
305,904,4.5,1460135276
160,1288,4.0,971113579
249,59900,4.0,1353800805
104,39,4.0,1048587379
84,1258,4.0,858772733
418,63082,4.0,1461868750
233,150,2.0,1524781261
70,3361,5.0,1355198718
121,282,3.0,847656113
298,61160,2.5,1453032806
600,104,3.0,1237857215
253,44555,4.5,1286643910
140,1094,3.0,949667201
126,589,3.0,845925822
305,84152,4.5,1460135997
187,31410,5.0,1161849628
129,1968,3.5,1167376325
176,592,3.0,840108527
118,1104,4.0,944924487
62,79357,4.5,1526076526
201,2336,4.0,939226810
200,8969,3.5,1229878719
140,7018,5.0,1115290263
564,129354,3.5,1478454813
219,49272,4.5,1194685952
111,174045,4.0,1517440969
199,555,2.0,940543949
298,1220,3.5,1466276714
196,109487,3.5,1460954412
259,786,0.5,1146845367
221,4338,4.5,1119984638
380,2871,4.0,1494803861
40,317,4.0,832059080
302,110,4.0,854473187
474,44694,3.5,1181348114
111,68157,4.5,1516143172
249,1552,4.0,1355366908
606,321,4.0,1175637271
233,59315,3.0,1472587441
559,783,4.0,865095819
182,1204,4.0,1126561558
91,2137,3.0,1112718177
8,357,5.0,839463767
95,741,5.0,1043340485
18,7373,3.5,1455049881
495,106916,4.5,1458636639
387,48780,4.5,1174624345
606,551,3.0,1179670836
221,6659,3.5,1111178304
292,2174,3.0,1332678530
288,3471,4.0,976139271
182,1432,4.0,1055151113
483,8641,4.0,1415576380
288,349,3.0,978465686
129,185,3.5,1167376444
288,2420,3.0,980535490
217,587,3.0,955944022
514,185585,3.0,1537065408
474,27706,3.5,1114693575
64,7160,4.0,1161559732
420,62956,4.0,1229802566
68,2011,1.0,1158531956
182,1228,4.5,1054780529
268,1616,1.0,940193511
68,7438,3.0,1158531214
19,3394,3.0,965707983
18,1059,3.5,1455735783
279,58559,4.0,1506394218
469,944,4.0,965846425
217,164,3.0,955943002
83,69844,3.5,1332838967
202,2411,2.0,975015692
121,349,3.0,847655945
136,252,5.0,832449422
33,2875,4.0,939716738
217,1945,3.0,955942870
288,3036,2.0,978467836
307,628,4.0,1193663295
387,39292,3.5,1154368027
68,63859,3.5,1261623336
129,2858,4.5,1167375658
596,132454,3.5,1535833188
428,1997,2.5,1111623841
487,86347,1.0,1429347551
292,1196,4.0,1039914974
480,1391,2.0,1179178383
274,34162,2.5,1171491685
89,6604,4.0,1520409648
294,3868,3.0,966594876
103,5956,5.0,1431968450
202,2628,4.0,974923318
57,2788,4.0,965796352
229,253,3.0,836941791
50,750,4.0,1514238177
89,3315,4.5,1520409333
232,8665,4.5,1182906925
274,60069,3.5,1229332522
509,1588,3.5,1436000408
307,5735,2.0,1186260174
52,44191,5.0,1468051317
221,1266,4.5,1118246813
176,110,5.0,840108930
414,50794,2.5,1192047450
274,8368,3.0,1173041239
42,2580,4.0,996262349
261,4963,4.5,1404881388
94,292,3.0,843406707
45,2718,3.0,1007995016
318,143355,3.5,1512681939
249,91690,2.5,1347887215
232,78893,2.0,1283133925
305,2,3.5,1460136227
480,3176,2.0,1179178022
68,1784,4.0,1158531673
599,7027,2.5,1519232562
1,4006,4.0,964982903
483,5464,3.5,1415576140
288,2804,5.0,1052234766
216,3555,3.0,975211383
474,6912,3.5,1110202926
132,1732,2.5,1329983666
332,5026,3.5,1352674119
288,1603,2.0,976139534
461,1213,4.0,1505935438
7,6365,4.0,1106712831
368,1100,2.0,975830119
221,31437,4.5,1121365345
109,16,4.0,841108751
187,1921,5.0,1161849913
340,589,4.0,848666436
73,60684,5.0,1464275277
223,2628,3.0,1226209795
200,6874,5.0,1229886192
177,1732,3.0,1435890632
249,39400,2.0,1365263733
352,4011,5.0,1494710032
351,74545,3.0,1328889154
64,1784,3.0,1161521182
141,8529,4.0,1513132213
73,149354,2.0,1464198038
599,6625,2.5,1519332333
83,318,5.0,1332839665
372,1214,5.0,874417086
304,1587,2.0,891173614
187,1222,4.5,1161849352
448,88672,3.0,1403449194
57,3632,4.0,965796405
132,170,3.0,1157968958
281,5377,3.5,1183000447
275,1945,5.0,1049079449
274,1136,3.5,1171409305
68,1036,3.0,1158531885
288,34072,3.5,1136400476
358,7254,3.5,1339546402
323,2803,3.0,1422640706
111,7438,3.0,1516140862
199,1374,4.5,1061308941
202,715,4.0,975012829
479,4003,3.0,1039392560
229,237,4.0,838143622
111,167746,3.5,1516468575
610,33683,3.5,1493848292
6,880,3.0,845556181
599,1599,1.0,1519176067
157,2686,3.0,992480036
477,55167,4.5,1241453902
226,3087,4.0,1095711709
142,47,4.0,838934238
119,49272,5.0,1435944762
249,3753,4.0,1356439422
610,110746,4.0,1493850133
233,55872,3.0,1529334449
84,1393,4.0,857653480
490,5690,4.0,1334940367
480,2916,2.5,1179177773
414,55820,4.5,1196274454
177,4993,2.0,1435523692
51,2634,3.0,1230932179
560,90531,4.0,1469653896
268,1291,2.0,940194307
21,2993,4.5,1403460828
448,136859,1.5,1478200717
331,63113,3.0,1537158426
246,90647,4.5,1354125561
298,67267,2.0,1447517419
236,2683,5.0,943015175
603,1836,4.0,963179850
610,97643,3.0,1493848736
606,69844,4.0,1253746811
274,330,4.0,1197190317
187,39427,4.0,1180301554
185,1288,3.0,1044311949
89,160567,2.0,1520408839
305,57640,4.0,1518198724
417,78349,3.5,1532134202
288,2174,3.5,1054569066
19,1057,3.0,965706795
28,60684,4.0,1240817508
91,586,2.0,1112712333
210,7153,4.0,1527266255
606,3869,2.5,1181770144
288,785,5.0,978559642
203,590,5.0,1390095352
608,4733,0.5,1117507536
68,1407,2.5,1158532360
234,4022,4.0,1004408901
606,1729,4.0,1175637470
36,2735,2.0,1100803683
270,762,3.0,853918942
244,227,2.0,975091322
51,2916,1.5,1230929500
57,1210,4.0,965798130
56,318,4.0,835799115
414,49396,3.5,1216150161
151,3,3.0,855947242
91,5903,4.5,1112716977
310,2524,0.5,1078649585
220,4219,3.0,1230327809
230,595,2.0,1196304443
391,2360,4.0,1032389905
461,74458,4.0,1505935413
290,866,4.0,974942559
73,97921,3.5,1464197321
610,3616,2.0,1493849497
599,354,2.0,1519349590
274,196,3.5,1259707801
111,8814,3.0,1516152451
603,4784,3.0,1000194005
83,1282,4.5,1333843474
169,7614,5.0,1085699700
42,2541,5.0,996262242
274,54503,3.5,1197014292
222,59900,2.0,1391354132
292,2948,4.0,973817247
610,60941,3.5,1493848425
202,589,5.0,974921268
286,4901,4.0,1119562155
356,529,4.0,1232431020
292,2533,4.0,973817206
141,104,3.5,1513130895
560,4023,2.5,1469748216
282,318,4.5,1378498469
108,3795,5.0,1042840602
387,43904,2.0,1202222935
19,1970,3.0,965705240
156,1295,3.0,946800214
377,8138,4.0,1340347454
10,60397,3.0,1455302689
50,97225,2.0,1527108237
195,919,1.0,979470146
18,171023,4.0,1505599943
28,49278,2.5,1234572138
28,58293,0.5,1234335308
373,16,4.0,846830296
270,737,1.0,853918942
57,728,3.0,965797129
421,904,4.0,1311495212
214,141,2.0,853937855
216,3946,2.0,974733654
135,1690,3.0,1009691761
45,223,5.0,1007995016
170,10,3.0,840472869
318,84954,4.5,1427879028
232,70286,3.5,1269465465
177,87869,3.0,1435804497
325,300,4.0,1039398710
111,69844,4.0,1516140986
47,4878,0.5,1496211868
91,6874,4.0,1112711490
29,904,4.5,1307945605
184,109848,1.5,1537099051
439,96606,4.0,1436943940
156,898,5.0,939853337
27,913,4.0,965151031
200,54286,4.0,1229878520
387,51077,1.5,1183962939
426,3751,4.0,1451081732
340,454,3.0,848666436
76,8641,3.0,1439165920
221,30846,3.5,1121365397
177,2145,3.0,1435535067
249,115617,3.5,1422225301
249,76175,3.0,1347887171
89,1265,1.0,1520408349
46,160,4.0,834788146
204,1206,4.0,1327183545
275,3552,5.0,1049076989
19,186,2.0,965707724
307,1366,4.0,1215657378
73,45221,4.0,1464198899
534,788,3.0,1465036540
160,2467,3.0,971113779
233,109487,3.0,1529333457
62,5502,4.0,1521489661
42,2990,5.0,996258902
177,53129,4.0,1435529755
233,134214,3.0,1529333384
274,3593,2.0,1171786336
207,743,1.5,1258548070
20,5481,1.0,1054037494
122,1682,5.0,1461561457
28,6947,3.5,1234515870
202,1092,3.0,974925604
63,7438,2.5,1443200006
555,2450,2.0,978842188
288,2788,4.0,976120173
274,3253,3.5,1171759033
52,36529,5.0,1468051896
111,70641,3.5,1516154940
222,4974,2.5,1391352411
446,256,3.0,843839483
6,694,3.0,845555694
244,2278,3.0,975091042
226,2115,4.0,1095662972
289,3,2.5,1143424657
599,743,1.0,1519181827
298,4011,3.0,1447598128
21,45499,3.5,1418063317
68,95441,3.5,1526948408
53,1298,5.0,1237748074
219,5010,3.0,1194932188
419,97866,5.0,1372972768
74,6001,4.0,1207501108
304,1580,5.0,882058232
399,1262,3.5,1167222111
596,1513,3.5,1535834077
199,3618,3.0,1018818501
244,648,4.0,975074577
602,22,3.0,840876417
274,5449,2.5,1171784714
244,1480,4.0,975091789
593,150,3.0,1181008132
33,805,1.0,939716819
17,1270,4.5,1305696846
105,5373,4.0,1447579895
414,158238,4.0,1485656116
540,6539,4.5,1179108884
246,80463,4.0,1355660751
28,52042,2.5,1240211511
498,104,5.0,839197433
226,5464,4.0,1160003425
95,2268,4.0,1043339808
140,912,4.0,1085569768
68,37729,2.5,1261622827
57,1375,3.0,965798397
256,3593,4.5,1447001226
603,4776,4.0,1002403253
40,121,4.0,832060318
42,2023,5.0,996213544
263,6711,4.5,1090948232
109,230,3.0,841108877
132,4235,2.0,1157920761
165,5450,3.0,1046741394
10,72011,2.5,1455301741
68,47610,3.0,1208744739
199,2280,3.0,955313913
387,3075,3.0,1155747059
480,34,4.0,1179178044
361,6365,3.0,1204048003
52,122886,5.0,1468051179
32,529,4.0,856737044
68,8873,4.0,1158535242
156,2732,5.0,946800163
122,3863,4.5,1461562808
292,3977,2.0,1041613444
380,90345,3.5,1536875800
119,35836,4.0,1438440151
573,68157,5.0,1341798215
61,32,4.5,1145532647
302,36,4.0,854472084
412,1289,5.0,939114917
599,2613,2.0,1519234660
469,2550,5.0,965846321
247,68954,4.0,1467644104
239,51662,4.0,1221158222
292,349,4.0,990062537
18,155168,4.0,1457551336
68,8968,5.0,1275958076
109,45,3.0,841108914
387,7993,2.5,1188367796
410,3108,3.0,990910271
68,46970,3.0,1166392812
103,2918,5.0,1431957241
216,2761,2.0,975211714
217,785,2.0,955944813
249,4343,4.0,1348268488
226,5323,0.5,1203360451
288,3169,3.0,980531690
414,160980,3.5,1519593256
177,53125,4.5,1435524766
610,107069,3.5,1493849826
608,4239,4.0,1147794798
328,54272,2.0,1494211580
68,2987,2.5,1158531994
276,7,4.0,858350645
381,1259,3.5,1200824550
226,41566,4.0,1196229510
7,8528,4.5,1106636844
111,165947,4.0,1516154513
32,471,3.0,856737165
41,8949,4.0,1459367644
182,4954,4.0,1055154150
495,73290,5.0,1458637131
599,7669,3.0,1519177587
563,117176,3.5,1446856259
71,1370,4.0,864739931
489,89118,5.0,1335696063
186,1527,4.0,1031079906
600,237,1.0,1237857199
217,594,3.0,955942540
151,1265,5.0,855948791
153,2858,3.0,1525548795
66,5574,4.0,1113190471
288,2051,2.0,976120488
227,185,3.0,1447189660
244,2028,5.0,975075995
339,8464,4.5,1460794282
88,79132,4.5,1331421494
274,44929,4.0,1177260933
274,5478,2.5,1171829558
156,4262,3.5,1106853930
135,3812,4.0,1009690920
234,1408,3.0,1004408151
18,2412,3.0,1456875250
6,589,3.0,845553317
217,1911,3.0,955945046
217,575,2.0,955944976
260,47,4.5,1109408487
298,63479,2.0,1447517528
525,37729,3.5,1476479657
318,59900,3.0,1434395055
211,2105,3.5,1350912431
197,858,2.0,947462734
298,30825,2.0,1447598527
414,31685,3.5,1128977090
361,500,3.0,1204047803
239,5378,3.5,1221158225
182,5095,4.5,1055155071
317,72011,5.0,1430517277
593,33166,4.0,1181008384
108,4993,3.0,1042839597
10,136020,5.0,1455302192
74,50068,3.5,1207500277
83,7458,3.0,1333171263
167,2231,4.5,1154719235
226,4085,4.0,1097546062
18,588,3.5,1455209912
282,47610,4.5,1378491511
298,135567,2.5,1476643063
10,107141,2.0,1455399188
85,1693,4.0,889466918
483,1201,5.0,1311339409
282,1,4.5,1378495714
202,1218,5.0,974918472
163,1837,2.0,894217532
509,106696,4.5,1444255616
64,37733,3.0,1161528925
292,50872,4.0,1219625211
593,5299,1.5,1181008350
260,1500,4.5,1109408309
301,7361,4.5,1211377420
62,135518,3.5,1530471334
249,69481,4.5,1347317527
64,7451,4.0,1161559814
50,165,3.0,1514238058
519,3717,3.5,1518478860
24,1197,4.0,1458941008
3,1302,0.5,1306464189
111,56757,3.5,1516141158
137,1022,3.0,1204859023
534,112818,3.5,1459789115
610,113862,4.0,1493849314
109,437,2.0,841141958
274,2797,3.0,1171934869
217,2527,3.0,955940667
1,1256,5.0,964981442
328,1345,3.0,1494211939
139,66934,3.5,1453924939
414,84152,4.0,1356136063
68,4306,5.0,1158531222
280,3916,5.0,1348533171
182,1827,2.5,1075765223
95,6367,3.5,1071803926
305,223,4.0,1512203859
20,4016,4.5,1054037249
45,39,3.0,951170338
144,2700,3.5,1137324088
160,4792,2.5,1058456638
136,165,5.0,832449163
16,3108,4.0,1377476635
599,75416,1.5,1519365144
188,1950,4.0,962560383
465,2707,4.0,959896305
610,110286,3.5,1493848644
298,5047,2.5,1447599512
511,53953,3.5,1522156007
36,1015,2.0,1100803711
550,122882,4.0,1488728591
169,1220,4.0,1059427628
474,48741,4.0,1201832889
307,55290,4.0,1203528186
265,1945,4.0,965316218
129,1690,3.5,1167375498
200,1213,4.0,1229886360
564,7173,3.5,1478454410
145,592,3.0,832105148
521,837,4.0,852713493
217,1265,3.0,955943501
68,2662,2.0,1261623772
19,2915,2.0,965706337
22,56367,0.5,1268727294
14,524,3.0,835442007
605,1881,3.0,1277176959
534,95720,4.0,1459787999
231,92259,2.0,1433089526
380,2841,4.0,1494804442
288,3101,3.0,985626994
470,36,4.0,849370395
477,3527,4.0,1269832587
249,88125,4.0,1485734437
28,296,4.5,1234338046
240,420,4.0,849122324
125,149146,4.0,1475264558
428,1552,1.5,1111623190
249,91529,4.0,1346757791
195,1615,4.0,974705807
414,52784,4.0,1261423410
141,4226,3.0,1513130197
232,45186,3.5,1218166540
182,3355,4.0,1055153625
7,48516,1.0,1169687318
266,1394,5.0,945670582
74,26578,4.0,1207501220
132,58559,3.5,1329983669
24,2916,3.5,1458941823
537,103341,0.5,1424317219
290,3201,5.0,975031375
174,590,4.0,848486904
160,1590,5.0,971115593
472,50,5.0,1345843346
167,5816,4.5,1154721707
73,55768,4.0,1464198550
305,79251,4.0,1460964124
274,61024,4.5,1221252774
457,2428,2.0,993610929
249,4896,4.0,1485734463
24,134393,2.5,1458941460
599,60074,2.0,1519120522
346,47,3.5,1172693170
561,1347,3.5,1491095460
156,1291,3.5,1106854910
539,50872,5.0,1332475090
480,2617,3.0,1179177970
600,1921,3.5,1237851228
451,805,5.0,854089710
414,48161,3.0,1173893567
59,2076,5.0,953610526
21,2012,5.0,1418063227
177,837,5.0,1435535451
275,2539,4.0,1049076745
265,592,3.0,965318032
574,410,2.0,834634504
191,215,4.0,829760897
187,1466,4.0,1161849859
23,8012,4.0,1107164430
198,1704,4.0,1034134690
305,163,5.0,1460304958
41,54272,4.0,1459367571
254,1089,4.0,1180447535
286,6539,4.0,1119562462
265,2688,3.0,965319385
89,71535,3.5,1520408972
563,95307,4.0,1447291859
268,2640,3.0,940173933
414,27873,3.5,1126758881
68,52767,4.0,1233376635
77,5418,2.5,1535107545
232,58559,5.0,1217541078
35,595,3.0,830939438
469,527,4.0,965845606
414,5635,3.0,1113229759
474,7090,4.0,1105624492
590,5956,3.5,1264618888
89,117590,4.0,1520408746
448,99005,1.5,1396094584
11,1100,3.0,902154621
223,34,1.0,1226209953
488,30707,4.0,1112382642
235,34,4.0,841422446
45,919,3.0,950740452
177,58998,2.0,1435525011
38,593,3.0,841341220
162,783,4.0,836510991
562,5296,4.0,1368897026
82,4701,4.0,1084466241
89,95843,5.0,1520409017
331,57669,5.0,1537235356
385,750,5.0,867087048
590,2186,4.0,1258783020
274,4224,2.5,1172026566
64,19,3.5,1161521687
91,196,3.0,1112713569
199,1233,5.0,940372697
114,593,3.0,1485387708
448,114028,4.0,1446293357
21,117851,3.0,1419794218
115,383,2.0,944951450
274,4351,3.5,1241417111
294,2643,1.0,966634385
292,1276,2.5,1265680013
438,44191,4.0,1142805069
602,144,3.0,840876566
294,417,5.0,966595639
305,235,4.5,1460563751
260,6288,4.5,1109409945
414,47950,3.0,1216149371
585,3362,4.0,1307581877
68,1136,3.5,1158532161
190,30810,5.0,1504310424
305,6870,3.0,1518858325
486,353,5.0,839537298
103,4677,4.0,1522172168
129,597,4.0,1167376309
63,1617,4.0,1443201182
571,2790,1.0,966901253
410,348,4.0,990910163
590,6787,4.0,1258429186
217,2926,2.0,955943999
265,281,3.0,965317961
425,6754,4.0,1106482905
182,3160,5.0,1054780364
68,3809,3.5,1158534962
599,3354,1.5,1519146837
217,1792,3.0,955941385
152,296,4.5,1450572451
284,327,4.0,832699947
488,1125,4.0,1112382504
288,1225,4.0,979163436
213,69526,3.5,1316196612
227,117533,4.0,1447210317
275,2599,2.0,1049076470
102,593,4.0,835875943
580,44199,4.5,1176756099
288,7361,4.5,1110812056
167,1291,4.5,1177515984
254,3578,4.5,1180446425
233,1298,4.0,1529334144
210,130444,4.0,1537632310
111,44840,2.5,1516153280
332,59315,3.5,1352673817
156,2863,3.0,946799313
20,4370,3.0,1054037504
19,3693,2.0,965706728
462,1968,4.0,1515196139
448,109374,3.5,1430051891
117,497,4.0,844163168
122,589,5.0,1461561440
212,175303,4.0,1525808735
357,5816,4.0,1348627457
199,1197,4.0,940379799
89,4899,2.0,1520408933
234,801,3.0,1004409792
83,31878,0.5,1332838137
82,1387,2.0,1084467982
247,1210,3.5,1467644197
89,42013,3.0,1520408644
460,51255,4.5,1359177903
188,1088,4.0,962560253
108,4976,5.0,1042839833
18,7323,3.0,1455049931
22,31410,1.0,1268726502
19,3743,2.0,965702940
470,613,3.0,849843318
563,52975,3.5,1447291848
448,111659,2.5,1431189563
68,27706,3.5,1230498608
448,101360,1.5,1415532900
73,72226,3.5,1464197365
42,418,3.0,996256649
202,3029,4.0,974921336
232,6212,2.5,1218170048
131,2571,3.0,1349840252
211,2948,3.5,1350912517
200,2572,5.0,1229876838
177,911,4.0,1435536014
232,5254,3.0,1218166253
259,6711,5.0,1146845498
288,596,3.5,1054568961
525,3988,3.0,1476479613
420,924,4.0,1218207758
176,485,3.0,840109075
232,4025,3.0,1218167866
128,110,5.0,899032847
372,1073,3.0,874416614
177,3186,3.0,1435535729
573,45499,3.5,1248842633
367,486,4.0,997813431
59,922,4.0,953609611
610,91660,3.0,1493848574
339,174055,5.0,1507760155
525,8873,3.5,1476479726
27,2532,3.0,965151214
221,2944,3.5,1118246876
28,599,3.0,1234514490
288,68954,4.5,1262706789
125,162350,3.5,1483633893
503,91500,2.0,1335219928
599,6793,1.0,1519144399
64,2005,4.0,1161559965
387,48877,3.0,1173253248
610,53435,3.5,1493848296
305,71156,4.0,1460136907
162,266,4.0,836511289
414,96610,4.5,1357156248
221,2502,4.0,1119984493
57,2194,4.0,969754244
240,44,4.0,849122528
216,1394,4.0,975212079
4,2683,4.0,945079790
312,5010,3.0,1043177284
191,261,4.0,829760898
212,74795,3.0,1498429805
219,1552,3.0,1198903039
18,145283,3.5,1466508318
232,5712,3.5,1234142171
199,7158,4.0,1073246272
426,3247,4.5,1451082194
357,524,4.5,1348627077
111,168326,4.0,1517440858
199,296,4.0,940372462
302,3,3.0,854472084
453,163,4.0,1005968155
47,587,4.0,1496205334
232,51088,2.0,1218170466
474,46850,4.0,1180012421
66,3201,5.0,1113190645
165,1291,5.0,1046741888
141,2716,3.5,1513131884
328,4973,4.5,1494211933
227,27846,4.0,1447210508
305,90717,3.5,1460222341
537,121129,2.5,1424317054
288,1198,5.0,976138178
234,2105,3.0,1004408403
57,89,2.0,972174827
599,4109,1.5,1519232759
166,4022,4.0,1190828522
434,8873,4.5,1270607098
29,5464,4.5,1405816207
434,68157,5.0,1270606779
131,2329,3.5,1349840312
592,145,3.0,837354148
59,2067,5.0,953609954
474,608,4.0,1137008687
318,68554,3.0,1437381768
303,6303,4.0,1053303222
215,1233,4.0,1260908771
202,2245,3.0,975015344
111,47518,3.5,1516151598
277,1356,5.0,861812892
68,4321,3.5,1158533467
49,79132,4.5,1493093216
448,107348,4.0,1387638835
155,1883,4.0,961861930
434,2194,4.0,1271039143
122,1237,5.0,1461562724
434,50872,4.0,1270606813
288,575,3.0,978470345
274,8225,4.0,1172008239
419,4816,4.0,1350347650
582,4226,4.0,1463474240
216,2300,5.0,975212079
40,434,3.0,832058959
68,2001,3.0,1230497781
